FSTVL_NM,OPAR_NM,FSTVL_CN,TEL_NO,HMPG_URL,FCLTY_ROAD_NM_ADDR,LNM_ADDR,LA,LO,BHF_CD,BHF_NM,MESURE_DE,AVRG_TP,AVRG_TOP_TP,AVRG_LWET_TP,TOP_TP,LWET_TP,TOP_TP_OCCRRNC_DE,LWET_TP_OCCRRNC_DE,AVRG_ARCSR,AVRG_PARTN_HD,AVRG_WIND_VE
구문소용축제,구문소관광단지 일원,용신제+전통공연+체험프로그램,335816904,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,216,태백,20221101,5.9,13.3,-0.3,19.8,-9.7,20221112,20221130,936.7,65,1
구미 어울림 책 축제,구미시립도서관 + 형곡공원,전시+특강+체험+공연,544804674,,경상북도 구미시 경은로 85,,36.11361045,128.3363773,279,구미,20221101,9.4,16.9,3.7,23.1,-3.7,20221112,20221130,1015.7,63,0.5
구미 청춘 금오천 2.4km,금오천,공연+체험+마켓,544510414,,,경상북도 구미시 남통동 414-34,36.12363759,128.3270837,279,구미,20221101,9.4,16.9,3.7,23.1,-3.7,20221112,20221130,1015.7,63,0.5
구미 푸드페스티벌,송정동 복개천,공연+푸드존,544805592,,,경상북도 구미시 송정동 505,36.11719262,128.3460228,279,구미,20221101,9.4,16.9,3.7,23.1,-3.7,20221112,20221130,1015.7,63,0.5
구미한가위 전통연희축제,금오산도립공원 분수광장,공연+체험,544571082,,,경상북도 구미시 남통동 289-3,36.1114439,128.3139126,279,구미,20221101,9.4,16.9,3.7,23.1,-3.7,20221112,20221130,1015.7,63,0.5
구민화합 어울림한마당,율하체육공원,"무대공연, 체육행사 등",536624073,,대구광역시 동구 금호강변로 278,,35.85992179,128.6928366,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
구민화합대잔치,대청공원 동편광장,체육경기+골든벨퀴즈+화합공연 등,426086593,,,대전광역시 대덕구 미호동 43,36.47378332,127.476024,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
국악의 향연,꽃바위문화관 3층 다목적공연장,국악,522094330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
군산시간여행축제,구시청광장 및 시간여행마을 일원,근대문화축제,634543302,http://festival.gunsan.go.kr/,전라북도 군산시 중앙로 178,전라북도 군산시 중앙로1가 11-1,35.98772627,126.711725,140,군산,20221101,10.4,16.5,5.3,25.1,-3.9,20221112,20221130,1018.9,69,1.9
군위 삼장군단오축제,효령면 고지바위권역다목적센터 일원,단오축제,543806866,,경상북도 군위군 효령면 장군당 1길 24-6,경상북도 군위군 효령면 장군리 116-3,,,279,구미,20221101,9.4,16.9,3.7,23.1,-3.7,20221112,20221130,1015.7,63,0.5
굿모닝양림,광주광역시 남구 양림동66번지,"전시, 공연, 체험행사",626717356,http://www.goodmorningyangrim.com,광주광역시 남구 백서로86,광주광역시 남구 양림동66,35.140085,126.9157016,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
굿모닝양림축제,양림동 일원,문화인물전시+공연+인문학 강의+체험행사,626072312,www.gossaum.com,광주광역시 남구 백서로 92-8,광주광역시 남구 양림동 48,35.14019141,126.9163647,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
궁거랑 벚꽃 한마당,남구 무거생태하천 일원(특설무대),울산광역시 남구 삼호동 무거생태하천에서 매년 3~4월에 개최하는 문화 행사,522265412,,울산광역시 남구 삼호로 15,,35.5500212,129.266004,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
그루브인관악 페스티벌,별빛내린천,모든 장르의 스트릿 댄스 배틀+플리마켓+전시 등 다양한 스트릿 문화를 별빛내린천에서 만날 수 있는 문화축제,28285763,https://gfac.or.kr/,서울특별시 관악구 신원로 35,서울특별시 신림동 1638-1,37.48231224,126.9290234,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
금당산 신년맞이행사,광주광역시 남구 진월동 금당산 정상,신년맞이행사,626519020,http://www.namgu.gwangju.kr/menu.es?mid=a70301000000cnt1,광주광역시 남구 회재로1140-23,광주광역시 남구 주월동 543-8,35.12825676,126.888223,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
금산삼계탕축제,금산인삼관 광장 일원,ㅇ삼계탕 사연 공모+먹방 콘테스트+라이브 커머스+쉐프 요리쇼+삼계탕 요리경연대회+대형 가마솥 요리 시연+가족 단위 물놀이 행사 등,417504147,http://www.insamfestival.co.kr/,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.1000256,127.5007304,238,금산,20221101,7.6,16.1,1,23.9,-5.4,20221112,20221130,1000.6,73,0.8
금산인삼축제,금산인삼관 광장 및 인삼약초시장 일원,ㅇ인삼캐기 체험+인삼약초체험+생활건강 체험 등 건강 체험관 운영+국제인삼교역전+인삼생활관+축제 40주년 기념 금산인삼 시대별 콘텐츠 구성 응답하라 1981 등,417504144,http://www.insamfestival.co.kr/,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.1000256,127.5007304,238,금산,20221101,7.6,16.1,1,23.9,-5.4,20221112,20221130,1000.6,73,0.8
금산인삼축제,금산인삼관 광장 및 인삼약초시장 일원,ㅇ인삼캐기 체험+인삼약초체험+생활건강 체험 등 건강 체험관 운영+국제인삼교역전+인삼생활관+축제 40주년 기념 금산인삼 시대별 콘텐츠 구성 응답하라 1981 등,417504144,http://www.insamfestival.co.kr/,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.1000256,127.5007304,238,금산,20221101,7.6,16.1,1,23.9,-5.4,20221112,20221130,1000.6,73,0.8
금오예술제,금오산도립공원 분수광장,공연+체험,,,,경상북도 구미시 남통동 289-3,36.1114439,128.3139126,279,구미,20221101,9.4,16.9,3.7,23.1,-3.7,20221112,20221130,1015.7,63,0.5
금천하모니축제 2021,금천구청 광장 일대,워크스루형 대형 기획 전시,226271442,https://gcfac.or.kr/content?gcfac_menu_cd=U0107,서울특별시 금천구 시흥대로73길 70,서울특별시 금천구 시흥동 1020,37.45706565,126.8960369,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
금호강 바람소리길축제,산격대교 하단,수상프로그램+체험+공연 등,536652172,,,대구광역시 북구 산격동 1477-1,35.90943011,128.6039524,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
금호강 정월대보름축제,산격대교 하단,달집태우기+달맞이 행사 등,536652172,,,대구광역시 북구 산격동 1477-1,35.90943011,128.6039524,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
금호강바람소리길축제,금호강 둔치,마칭퍼레이드+금호강 생태전시+체험부스 등,536652172,http://www.buk.daegu.kr/,대구광역시 북구 옥산로 65(침산동),,35.8856843,128.5827802,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
금호강바람소리길축제,금호강 둔치,마칭퍼레이드+금호강 생태전시+체험부스 등,536652172,http://www.buk.daegu.kr/,대구광역시 북구 옥산로 65(침산동),,35.8856843,128.5827802,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
기지시줄다리기민속축제,기지시줄다리기 박물관 일원,줄나가기+줄다리기+씨름대회+풍물대회+짚풀문화체험+다문화대축제,413558118,http://jullfestival.com/,충청남도 당진시 송악읍 안틀모시길 11,충청남도 당진시 송악읍 기지시리 49-4,36.89616228,126.694732,129,서산,20221101,9.3,16.1,3.7,22.5,-3.8,20221112,20221130,1018.6,73,1.6
김광석 나의노래 다시부르기,"김광석길, 신천둔치",김광석 노래경연+김광석 추모사진 전시 등,536612174,http://www.jung.daegu.kr/,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
김광석길 페스티벌,김광석길,김광석길 문화예술 공연+버스킹+전시 등,536612174,http://www.jung.daegu.kr/,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
김광석길페스티벌,김광석길 일원(김광석길야외콘서트홀),대구레코드 페어+ 김광석 노래 편곡 오케스트라 공연+ 버스킹+ 유튜브 라이브중계,536612177,,대구광역시 중구 동덕로8길 34-20(대봉동),대구광역시 중구 대봉동 6-5,35.85982116,128.6066276,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
김광석길페스티벌,김광석길 일원(김광석길야외콘서트홀),대구레코드 페어+ 김광석 노래 편곡 오케스트라 공연+ 버스킹+ 유튜브 라이브중계,536612177,,대구광역시 중구 동덕로8길 34-20(대봉동),대구광역시 중구 대봉동 6-5,35.85982116,128.6066276,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
김광석노래부르기,신천둔치(대봉교아래),노래경연+ 초청가수콘서트+ 부대행사,536612177,,대구광역시 수성구 수성로72길 43 (수성동2가),대구광역시 수성구 수성동2가 37-6,35.8561652,128.6162623,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
김광석노래부르기,신천둔치(대봉교아래),김광석노래경연+ 초청가수콘서트+ 부대행사,536612177,,대구광역시 수성구 수성로72길 43 (수성동2가),대구광역시 수성구 수성동2가 37-6,35.8561652,128.6162623,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
김광석추모콘서트,김광석길야외콘서트홀,초청가수콘서트,536612173,,대구광역시 중구 동덕로8길 34-20(대봉동),대구광역시 중구 대봉동 6-5,35.85982116,128.6066276,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
김삿갓문화제,김삿갓유적지 일원,조선시대영월과거대전+백일장+김삿갓해학의길걷기,333756353,http://www.ywcf.com/,강원도 영월군 김삿갓면 김삿갓로 216-22,강원도 영월군 김삿갓면 와석리 913,37.07949201,128.6017366,121,영월,20221101,7.5,15.4,1.6,22,-5.7,20221112,20221130,992.8,71,0.7
김수환추기경 사랑과 나눔 문화축전,김수환추기경 사랑과 나눔공원 일원,김수환추기경 문화축전,543806065,,경상북도 군위군 군위읍 군위금성로 270,경상북도 군위군 군위읍 용대리 산 66-5,,,278,의성,20221101,7.5,17,0.4,24.6,-5.8,20221112,20221105,1010.8,73,0.7
김제지평선축제,전북 김제시 벽골제,"벽골제 제사, 지평선 전국 농악 경연 대회, 농악경연 대회,벽골제 쌍룡 햇불 퍼레이드, 지평선 김제夜놀자, 쌍룡 서치&고고쇼, 벽골제 오색 별빛의 향연",635403031,https://www.gimje.go.kr/festival/index.gimje,전라북도 김제시 부량면 벽골제로 442,,,,243,부안,20221101,10.4,17.2,4.8,24.4,-2.1,20221112,20221130,1020,72,1.1
김천국제가족연극제,김천문화예술회관,연극공연,544398245,www.gitf.co.kr,경상북도 김천시 운동장길 3 김천문화예술회관,,36.13824055,128.088634,285,합천,20221101,9.4,17.8,3.1,22.8,-2.2,20221112,20221105,1017.5,70,0.5
김포 도심축제,라베니체 수변상가 일원,점등식+경관조명 전시,319805113,,경기도 김포시 김포한강2로24번길 29,경기도 김포시 장기동 2001-1,37.643506,126.676558,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
김해분청도자기축제,김해분청도자박물관+김해도자판매전시관,의식+특별전시+판매+부대행사,553303244,http://www.gimhae.go.kr/00224/00223/03324.web?amode=view&idx=395,경상남도 김해시 진례면 진례로 275-35,경상남도 김해시 진례면 송정리 360,35.25149561,128.745857,253,김해시,20221101,12.9,19.6,7.6,24.3,-1.5,20221112,20221130,1014.3,59,1.4
김해분청도자기축제,김해분청도자박물관+김해도자판매전시관,의식+특별전시+판매+부대행사,553303244,http://www.gimhae.go.kr/00224/00223/03324.web?amode=view&idx=395,경상남도 김해시 진례면 진례로 275-35,경상남도 김해시 진례면 송정리 360,35.25149561,128.745857,253,김해시,20221101,12.9,19.6,7.6,24.3,-1.5,20221112,20221130,1014.3,59,1.4
김해평생학습과학축제,수릉원+대성동 고분군+가야의거리 일원,전시+축제+체험 설치+부대행사,553304883,http://www.gimhae.go.kr/edu.web,경상남도 김해시 가야의길 126,경상남도 김해시 대성동 434,35.23606039,128.8730826,253,김해시,20221101,12.9,19.6,7.6,24.3,-1.5,20221112,20221130,1014.3,59,1.4
김호연재여성문화축제,동춘당역사공원 일원,문화공연 등,426086574,,대전광역시 대덕구 동춘당로 80 (동춘당),,36.36537889,127.4412933,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
나 때는 말이야,꽃바위문화관 3층 다목적공연장,힙합,522094330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
나라꽃 무궁화 세종축제,정부세종컨벤션센터,무궁화의 아름다움과 다양성을 보여주는 공연·체험·전시 행사,,,세종특별자치시 다솜3로 66,,36.50109974,127.2699735,239,세종,20221101,9.4,16.1,3.9,24.3,-5.2,20221112,20221130,1010.8,65,1
나비대축제,함평엑스포공원 및 함평읍시가지 제2무대 일원,함평나비 희망의 날개를 펴다(부제 : 다시 만나는 나비 세상),613202238,https://www.hpftf.or.kr/,전라남도 함평군 함평읍 곤재로 27,전라남도 함평군 함평읍 수호리 1153-1,35.05813923,126.5226056,261,해남,20221101,10.8,18.2,4,22.5,-1.3,20221111,20221127,1019.6,76,1.6
나비대축제,함평엑스포공원 및 함평읍시가지 제2무대 일원,함평나비 희망의 날개를 펴다(부제 : 다시 만나는 나비 세상),613202238,https://www.hpftf.or.kr/contentsView.do?pageId=www42,전라남도 함평군 함평읍 곤재로 27,전라남도 함평군 함평읍 수호리 1153-1,35.05813923,126.5226056,261,해남,20221101,10.8,18.2,4,22.5,-1.3,20221111,20221127,1019.6,76,1.6
낙동강유채꽃축제,대저생태공원,"축제취소, 자율관람",518885222,http://www.bfo.or.kr/main/index.asp,부산광역시 강서구 공항로 1246(대저1동),부산광역시 강서구 대저1동 2314-11,35.20985086,128.9845591,159,부산,20221101,14.4,19.8,10.4,24.2,-0.8,20221112,20221130,1010.8,57,2.7
남부면 수국축제,남부면 저구항 일원,남부면에서 20여년 동안 가꾸어 온 아름다운 수국꽃을 시민 및 관광객들에게 선물을 선사하다,556396531,,경상남도 거제시 남부면 남부해안로 30,경상남도 거제시 남부면 저구리 70,34.732251,128.610123,294,거제,20221101,12.5,17.8,8,21.5,0.3,20221112,20221130,1015.3,68,1
남산상봉제,남산공원,개막식+상봉가요제+남산어울림한마당+체험행사,,,경상남도 창원시 의창구 팔용로 494-37,,35.25767299,128.6191963,155,창원,20221101,12.5,18,7.6,22.4,-2.5,20221113,20221130,1016.1,55,1.3
남이흥장군문화제,충장사 일원,장군행렬 재연행사+학생 백일장+풍물놀이+무예시범+호패만들기,413531517,http://www.chungjanggong.or.kr/,충청남도 당진시 대호지면 충장1길 73-48,충청남도 당진시 대호지면 도이리 373-1,36.924978,126.529455,129,서산,20221101,9.3,16.1,3.7,22.5,-3.8,20221112,20221130,1018.6,73,1.6
남한산성문화제,남한산성도립공원 일원,남한산성 활용 미디어 아트 등,,,경기도 광주시 남한산성면 남한산성로780번길 105,,,,202,양평,20221101,8.2,14.9,2.9,20.6,-7,20221111,20221130,1017,71,0.9
노대 에코 페스티벌,분적산 및 노대호수공원,분적산그림대회+트레킹+공연+체험행사,626072312,,광주광역시 남구 노대실로41번길 31,,,,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
논두렁밭두렁축제,경북농업기술원,허수아비 전시회+체험프로그램+버스킹 등,533260645,http://www.buk.daegu.kr/,대구광역시 북구 옥산로 65(침산동),,35.8856843,128.5827802,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
농악대축제,시민운동장,농악행사,28991664,,경기도 광명시 시청로 20,경기도 광명시 철산동 222-1,37.47909912,126.8648475,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
농악대축제,시민운동장,농악행사,28991664,,경기도 광명시 오리로 703,경기도 광명시 하안동 577,37.46251993,126.8711626,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
농악대축제,시민운동장,농악행사,28991664,,경기도 광명시 오리로 703,경기도 광명시 하안동 577,37.46251993,126.8711626,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
농악대축제,시민운동장,농악행사,28991664,,경기도 광명시 오리로 703,경기도 광명시 하안동 577,37.46251993,126.8711626,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
농악대축제,광명문화원 공연장,전국학생농악경연대회(비대면)+개최공연 등,28991664,http://gmnongak.enterweb.co.kr/,경기도 광명시 철망산로 42,경기도 광명시 하안동 718-18,37.4674687,126.8732102,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
다문화 한글 백일장,성주도씨병암서원,시화 전시회 등,535931511,https://dalseo.familynet.or.kr/center,대구광역시 달서구 새방로 21,대구광역시 달서구 용산동 521,35.86132506,128.5206615,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
다문화축제,달서아트센터,다문화 어울림제,535931511,https://dalseo.familynet.or.kr/center,대구광역시 달서구 문화회관길 160,대구광역시 달서구 장기동 722-1,35.84342427,128.5228246,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
단기4355년 개천절 대제전,사직동 단군성전,국조 단군의 개국을 기념하는 전통제례 봉행 및 부대행사,27366375,http://blog.naver.com/lgb301,서울특별시 종로구 인왕산로 22,,37.5758942,126.9658016,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
단기4355년 어천절 대제전,사직동 단군성전,국조 단군의 승천을 기념하는 전통제례 봉행 및 부대행사,27366375,http://blog.naver.com/lgb301,서울특별시 종로구 인왕산로 22,서울특별시 종로구 사직동 1-28,37.5758942,126.9658016,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
단양소백산철쭉제,상상의거리 일원,소백산 철쭉을 소재로 한 축제,434202552,https://www.danyang.go.kr/sobaeksan/650,충청북도 단양군 단양읍 중앙1로 32,충청북도 단양군 단양읍 별곡리 315,36.98555614,128.368244,221,제천,20221101,6.2,14.4,-0.4,21,-7.3,20221112,20221130,989.4,76,0.9
단종문화제,장릉 및 영월읍 일원,조신시대국장재현+정순왕후선발대회+야간칡줄다리기,333756353,http://www.ywcf.com/,강원도 영월군 영월읍 단종로 24,강원도 영월군 영월읍 영흥리 961-2,37.18609549,128.4681825,121,영월,20221101,7.5,15.4,1.6,22,-5.7,20221112,20221130,992.8,71,0.7
