FCLTY_NM,LC_LA,LC_LO,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADSTRD_NM,RDNMADR_NM,TIME,SEARCH_SUM,RANK_AVG
울릉해변가요제,37.48430421,130.9056438274,경상북도,울릉군,울릉읍,울릉읍,경상북도 울릉군 울릉읍 도동2길 66,2019-06~2019-08,197.0,2.0
오징어축제,37.48430421,130.9056438274,경상북도,울릉군,울릉읍,울릉읍,경상북도 울릉군 울릉읍 도동2길 66,2018-10~2019-11,8100.0,7.5
우산문화제,37.48343755,130.902073429,경상북도,울릉군,울릉읍,울릉읍,경상북도 울릉군 울릉읍 약수터길 48,2018-11~2019-10,83.0,3.0
제37회 고성군민의 날 및 수성문화제,38.375898,128.4649304,강원도,고성군,간성읍,간성읍,강원도 고성군 간성읍 수성로 87,2018-09~2019-11,3305.0,7.5
제21회 고성통일명태축제,38.4397439656,128.45416533,강원도,고성군,거진읍,거진읍,강원도 고성군 거진읍 해오름해변길 125,2018-09~2019-11,1079.0,6.0
욕지 섬 문화축제,34.63336365,128.2650885,경상남도,통영시,욕지면,욕지면,경상남도 통영시 욕지면 욕지일주로 77,2018-10~2019-11,495.0,2.5
사량도 옥녀봉 축제,34.84549681,128.219795325,경상남도,통영시,사량면,사량면,경상남도 통영시 사량면 상도일주로 1580-11,2018-10~2019-10,300.0,2.0
한산도 바다체험축제,34.75930638,128.5100671,경상남도,통영시,한산면,한산면,경상남도 통영시 한산면 봉암1길 205-8,2019-04~2019-08,735.0,3.0
통영한산대첩축제,34.82567453,128.4334058,경상남도,통영시,도남동,봉평동,경상남도 통영시 도남로 296-1,2018-09~2019-11,65070.0,8.0
태화강 연등축제,35.5506625,129.3257957,울산광역시,중구,옥교동,중앙동,울산광역시 중구 옥교로 19,2018-10~2019-10,7680.0,6.0
울산대공원 장미축제,35.530972,129.2939697,울산광역시,남구,옥동,옥동,울산광역시 남구 대공원로 94,2018-09~2019-11,127910.0,8.0
울산고래축제,35.5046552,129.3869567,울산광역시,남구,매암동,야음장생포동,울산광역시 남구 장생포고래로288번길 20,2018-09~2019-11,136890.0,8.0
처용문화제,35.5427564,129.327076,울산광역시,남구,달동,삼산동,울산광역시 남구 번영로 200,2018-09~2019-11,20130.0,8.0
정서진 해넘이 축제,37.5584376514,126.6074636869,인천광역시,서구,오류동,오류왕길동,인천광역시 서구 정서진1로 41,2018-10~2019-11,1577.0,5.0
2019 정읍벚꽃축제,35.561248,126.8557305,전라북도,정읍시,시기동,시기동,전라북도 정읍시 벚꽃로 401,2018-09~2019-11,67857.0,8.0
정읍드론페스티벌,35.5255969,126.8961462,전라북도,정읍시,부전동,내장상동,전라북도 정읍시 내장산로 390,2019-03~2019-07,2442.0,3.0
내장산캠핑대회,35.5255969,126.8961462,전라북도,정읍시,부전동,내장상동,전라북도 정읍시 내장산로 390,2019-03~2019-06,1786.0,2.5
제14회 정읍 평생학습축제 및 제6회 주민자치 프로그램 발표회,35.57039929,126.8489005,전라북도,정읍시,연지동,연지동,전라북도 정읍시 중앙로 73,2018-09~2019-11,949.0,5.5
제30회 정읍사문화제,35.5507301455,126.8615763068,전라북도,정읍시,시기동,초산동,전라북도 정읍시 정읍사로 541,2018-09~2019-11,33800.0,8.0
제14회 정읍 구절초꽃축제,35.5542727182,127.0188952433,전라북도,정읍시,산내면,산내면,전라북도 정읍시 산내면 청정로 926-65,2018-10~2019-11,484.0,3.5
제52회 황토현동학농민혁명기념제,35.631307053,126.8313916958,전라북도,정읍시,덕천면,덕천면,전라북도 정읍시 덕천면 동학로 742,2018-09~2019-11,4820.0,8.0
의정부가족문화대축제,37.738089,127.0338355611,경기도,의정부시,의정부동,의정부2동,경기도 의정부시 시민로 1,2019-04~2019-05,440.0,1.5
2019 하하페스티벌,37.737579,127.036375,경기도,의정부시,의정부동,의정부2동,경기도 의정부시 시민로 12,2018-10~2019-11,1944.0,4.5
2019년 한마음 건강걷기대회,37.726824,127.052208,경기도,의정부시,호원동,호원2동,경기도 의정부시 백석로 129,2018-10~2019-10,444.0,3.0
제13회 전국 어울림 마라톤대회,37.7437951815,127.092306126,경기도,의정부시,민락동,송산2동,경기도 의정부시 용민로 160,2018-10~2019-10,334.0,2.5
2019 의정부과학축제,37.7447300381,127.0691340268,경기도,의정부시,신곡동,신곡2동,경기도 의정부시 추동로124번길 52,2018-10~2019-06,820.0,3.0
천상병예술제,37.7333859484,127.0341283858,경기도,의정부시,의정부동,의정부2동,경기도 의정부시 의정로 1,2018-09~2019-10,2107.0,7.5
의정부음악극축제,37.7333859484,127.0341283858,경기도,의정부시,의정부동,의정부2동,경기도 의정부시 의정로 1,2018-09~2019-11,19120.0,8.0
의정부 국제가야금축제,37.7333859484,127.0341283858,경기도,의정부시,의정부동,의정부2동,경기도 의정부시 의정로 1,2018-09~2019-11,7732.0,15.0
블랙뮤직페스티벌,37.7333859484,127.0341283858,경기도,의정부시,의정부동,의정부2동,경기도 의정부시 의정로 1,2018-10~2019-11,16050.0,7.5
제8회의성세계연축제,36.36933577,128.4330374433,경상북도,의성군,안계면,안계면,경상북도 의성군 안계면 소보안계로 1910,2018-09~2019-11,7270.0,8.0
제1회의성슈퍼푸드마늘축제,36.35137471,128.6768191,경상북도,의성군,의성읍,의성읍,경상북도 의성군 의성읍 경북대로 5690,2018-09~2019-11,8079.0,8.0
백마권역겨울놀이축제,36.8388087753,127.6510421191,충청북도,괴산군,사리면,사리면,충청북도 괴산군 사리면 사리로 517,2019-01~2019-11,1589.0,5.5
목도백중놀이,36.8779967449,127.8580104406,충청북도,괴산군,감물면,감물면,충청북도 괴산군 감물면 감물로이담5길 125,2018-10~2019-09,69.0,1.5
괴산고추축제,36.8157477932,127.7875348048,충청북도,괴산군,괴산읍,괴산읍,충청북도 괴산군 괴산읍 임꺽정로 90,2018-09~2019-11,77820.0,8.0
청천환경문화축제,36.6550354087,127.7454852886,충청북도,괴산군,청천면,청천면,충청북도 괴산군 청천면 괴산로 1248,2019-05~2019-10,174.0,3.5
괴산올갱이축제,36.7830387501,127.8487773607,충청북도,괴산군,칠성면,칠성면,충청북도 괴산군 칠성면 둔율길 142,2019-04~2019-09,1329.0,3.5
감물감자축제,36.839494513,127.8710462889,충청북도,괴산군,감물면,감물면,충청북도 괴산군 감물면 남양동길 38,2019-04~2019-09,1607.0,3.0
제15회 구리한강 유채꽃 축제,37.342841,127.081044,경기도,용인시 수지구,동천동,동천동,경기도 용인시 수지구 동천로192번길 35-2,2018-09~2019-11,164286.0,8.0
제15회 구리 코스모스 축제,37.342841,127.081044,경기도,용인시 수지구,동천동,동천동,경기도 용인시 수지구 동천로192번길 35-2,2018-09~2019-11,375330.0,8.0
제16회 구리한강 유채꽃 축제,37.342841,127.081044,경기도,용인시 수지구,동천동,동천동,경기도 용인시 수지구 동천로192번길 35-2,2018-10~2019-11,11846.0,7.5
제16회 구리 코스모스 축제,37.342841,127.081044,경기도,용인시 수지구,동천동,동천동,경기도 용인시 수지구 동천로192번길 35-2,2018-09~2019-11,375330.0,8.0
제17회 구리 유채꽃 축제,37.342841,127.081044,경기도,용인시 수지구,동천동,동천동,경기도 용인시 수지구 동천로192번길 35-2,2018-09~2019-11,164366.0,8.0
제17회 구리 코스모스 축제,37.342841,127.081044,경기도,용인시 수지구,동천동,동천동,경기도 용인시 수지구 동천로192번길 35-2,2018-09~2019-11,375330.0,8.0
청풍호벚꽃축제,37.1486851887,128.2168544304,충청북도,제천시,청전동,청전동,충청북도 제천시 의림대로 242,2018-10~2019-11,4305.0,7.0
제천국제음악영화제,37.1486851887,128.2168544304,충청북도,제천시,청전동,청전동,충청북도 제천시 의림대로 242,2018-09~2019-11,131870.0,8.0
제천의병제,37.1486851887,128.2168544304,충청북도,제천시,청전동,청전동,충청북도 제천시 의림대로 242,2018-09~2019-11,6040.0,8.0
겨울왕국 제천페스티벌,37.1486851887,128.2168544304,충청북도,제천시,청전동,청전동,충청북도 제천시 의림대로 242,2018-12~2019-11,11300.0,6.0
제27회 용문산 영목제,37.5461701,127.58216136,경기도,양평군,용문면,용문면,경기도 양평군 용문면 용문산로 655,2018-10~2018-10,25.0,1.0
계양산국악제,37.5450443823,126.7289967898,인천광역시,계양구,계산동,계산2동,인천광역시 계양구 주부토로 570,2018-10~2019-11,5086.0,7.0
옥정호 꽃걸음 빛바람 축제,35.63202,127.1527025,전라북도,임실군,운암면,운암면,전라북도 임실군 운암면 입석1길 59,2019-04~2019-04,80.0,1.0
의견문화제,35.5453263,127.333041,전라북도,임실군,오수면,오수면,전라북도 임실군 오수면 충효로 2096-16,2018-10~2019-06,1109.0,4.0
섬진강다슬기축제,35.5209948147,127.147183517,전라북도,임실군,덕치면,덕치면,전라북도 임실군 덕치면 강운로 11,2018-10~2019-09,3454.0,4.5
필봉마을굿축제,35.5367877,127.1545024,전라북도,임실군,강진면,강진면,전라북도 임실군 강진면 강운로 272,2018-09~2019-11,1580.0,8.0
사선문화제,35.6723571,127.274559,전라북도,임실군,관촌면,관촌면,전라북도 임실군 관촌면 사선2길 68-7,2018-10~2019-11,1799.0,4.5
임실N치즈축제,35.6328748,127.302476,전라북도,임실군,성수면,성수면,전라북도 임실군 성수면 도인2길 50,2018-09~2019-11,47710.0,8.0
산타축제,35.6328748,127.302476,전라북도,임실군,성수면,성수면,전라북도 임실군 성수면 도인2길 50,2018-10~2019-11,8156.0,7.5
강감찬축제,37.4782097744,126.9515031667,서울특별시,관악구,봉천동,청룡동,서울특별시 관악구 관악로 145,2018-10~2019-11,31180.0,7.5
한성백제문화제,37.5203411391,127.1155184444,서울특별시,송파구,방이동,오륜동,서울특별시 송파구 올림픽로 424,2018-09~2019-11,134790.0,8.0
석촌호수벚꽃축제,37.5066934006,127.0989034282,서울특별시,송파구,잠실동,잠실3동,서울특별시 송파구 석촌호수로 197,2018-09~2019-11,484280.0,8.0
진주남강유등축제,35.188477,128.073824,경상남도,진주시,인사동,성북동,경상남도 진주시 서장대로393번길 11-4,2018-09~2019-11,335230.0,8.0
개천예술제,35.188477,128.073824,경상남도,진주시,인사동,성북동,경상남도 진주시 서장대로393번길 11-4,2018-10~2019-11,28330.0,7.5
코리아드라마페스티벌,35.186692,128.092187,경상남도,진주시,칠암동,천전동,경상남도 진주시 강남로 215,2018-09~2019-11,32810.0,8.0
진주남강물축제,35.186692,128.092187,경상남도,진주시,칠암동,천전동,경상남도 진주시 강남로 215,2018-11~2019-08,283.0,3.5
진주논개제,35.188477,128.073824,경상남도,진주시,인사동,성북동,경상남도 진주시 서장대로393번길 11-4,2018-09~2019-11,21100.0,8.0
2019 동작복지나눔축제,,,서울특별시,동작구,상도동,상도제1동,서울특별시 동작구 상도로 369,2018-11~2019-09,1068.0,2.5
동작구 도서관 축제,37.512623,126.933998,서울특별시,동작구,대방동,대방동,서울특별시 동작구 노량진로 74,2018-10~2019-10,136.0,2.0
동작가족한마음축제,,,서울특별시,동작구,신대방동,신대방제2동,서울특별시 동작구 여의대방로20길 33,2018-10~2019-11,3624.0,4.0
제7회 도심 속 바다축제,,,서울특별시,동작구,노량진동,노량진제2동,서울특별시 동작구 노들로 674,2018-09~2019-11,2189.0,7.0
서울장미축제,37.6065649369,127.0927251833,서울특별시,중랑구,신내동,신내2동,서울특별시 중랑구 봉화산로 179,2018-09~2019-11,304460.0,8.0
용마폭포 문화예술축제,37.5733535419,127.0891204412,서울특별시,중랑구,면목동,면목제4동,서울특별시 중랑구 용마산로 250-12,2018-09~2019-11,752.0,4.5
밀양아리랑대축제,35.4915418,128.7551172,경상남도,밀양시,내일동,내일동,경상남도 밀양시 중앙로 324,2018-09~2019-11,57350.0,8.0
제4회 칠곡 세계 인형음악극 축제,35.9919995726,128.417300347,경상북도,칠곡군,왜관읍,왜관읍,경상북도 칠곡군 왜관읍 관문로1길 32,2018-09~2019-11,7650.0,8.0
제3회 낙동강세계평화 문화대축전,36.0182307,128.4011405,경상북도,칠곡군,석적읍,석적읍,경상북도 칠곡군 석적읍 강변대로 1580,2018-09~2019-11,98780.0,8.0
제5회 칠곡 세계 인형음악극 축제,35.9919995726,128.417300347,경상북도,칠곡군,왜관읍,왜관읍,경상북도 칠곡군 왜관읍 관문로1길 32,2018-09~2019-11,7650.0,8.0
제4회 낙동강세계평화 문화대축전,36.0182307,128.4011405,경상북도,칠곡군,석적읍,석적읍,경상북도 칠곡군 석적읍 강변대로 1580,2018-09~2019-11,98780.0,8.0
제6회 칠곡 세계 인형음악극 축제,35.9919995726,128.417300347,경상북도,칠곡군,왜관읍,왜관읍,경상북도 칠곡군 왜관읍 관문로1길 32,2018-09~2019-11,7650.0,8.0
제5회 낙동강세계평화 문화대축전,36.0182307,128.4011405,경상북도,칠곡군,석적읍,석적읍,경상북도 칠곡군 석적읍 강변대로 1580,2018-09~2019-11,98780.0,8.0
제7회 칠곡 세계 인형음악극 축제,35.9919995726,128.417300347,경상북도,칠곡군,왜관읍,왜관읍,경상북도 칠곡군 왜관읍 관문로1길 32,2018-09~2019-11,7650.0,8.0
제6회 낙동강세계평화 문화대축전,36.0182307,128.4011405,경상북도,칠곡군,석적읍,석적읍,경상북도 칠곡군 석적읍 강변대로 1580,2018-09~2019-11,98780.0,8.0
제7회 낙동강세계평화문화 대축전,36.019199,128.401401,경상북도,칠곡군,석적읍,석적읍,경상북도 칠곡군 석적읍 석적로 226,2018-09~2019-11,98780.0,8.0
제8회 세계인형음악극축제,35.9919995726,128.417300347,경상북도,칠곡군,왜관읍,왜관읍,경상북도 칠곡군 왜관읍 관문로1길 32,2019-07~2019-08,55.0,1.5
중원한마당축제,37.4487779,127.1681499,경기도,성남시 중원구,금광동,금광2동,경기도 성남시 중원구 광명로 377,2019-10~2019-10,50.0,1.0
분당구민 한마음 축제,37.3778859,127.1246764,경기도,성남시 분당구,서현동,서현1동,경기도 성남시 분당구 중앙공원로 17,2018-10~2019-10,515.0,2.5
청계산철쭉축제,37.4298964779,127.0716316,경기도,성남시 수정구,상적동,고등동,경기도 성남시 수정구 달래내로 407,2019-04~2019-05,520.0,1.5
수정숯골축제,37.4462664,127.1445135,경기도,성남시 수정구,태평동,태평4동,경기도 성남시 수정구 수정로 233,2018-10~2019-09,456.0,2.5
벌터산 축제,37.4358321,127.1254889,경기도,성남시 수정구,수진동,수진2동,경기도 성남시 수정구 산성대로 41,2019-02~2019-10,456.0,3.0
구로G페스티벌,37.501473,126.872383,서울특별시,구로구,구로동,구로제2동,서울특별시 구로구 경인로53길 15,2018-09~2019-11,42800.0,8.0
할미성 대동제,37.2408670611,127.1779688179,경기도,용인시 처인구,삼가동,역삼동,경기도 용인시 처인구 중부대로 1199,2018-10~2019-06,129.0,2.5
2019 용인생활문화축제,37.3161908497,127.1081496076,경기도,용인시 기흥구,보정동,보정동,경기도 용인시 기흥구 용구대로 2585,2019-08~2019-09,80.0,1.5
포은문화제,37.2408670611,127.1779688179,경기도,용인시 처인구,삼가동,역삼동,경기도 용인시 처인구 중부대로 1199,2018-09~2019-11,6790.0,8.0
2019 보정역생활문화센터 <청춘파티  - 특별프로그램>,37.3162927155,127.1081613633,경기도,용인시 기흥구,보정동,보정동,경기도 용인시 기흥구 용구대로 2585,2019-11~2019-11,230.0,1.0
